Component_ID,Component_Name,Product_Model_Name,Material_Spec,Feature_Spec,Product_Description,Cross_Reference_Compatibility,Category_Key,SubCategory_Key,Quality_Key,Unit_of_Measure,Price_Local,Currency,Price_USD,Manufacturer,Country_Source,URL_Image,Notes,Category_SubCategory_Key
COMP-KITCHENFIXTURES-COUNTERTOP-PREMIUM-BR-DEKTON-DEKTONDKTENT,Dekton Entzo,Dekton DKT-ENT,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Dekton Entzo,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,COUNTERTOP,PREMIUM,Pieza,$135,USD,,Dekton,24,Check Code,Auto-generated entry,KITCHEN_FIXTURES|COUNTERTOP
COMP-KITCHENFIXTURES-COUNTERTOP-PREMIUM-BR-SILESTONE-SILESTONESLSCG,Silestone Calacatta Gold,Silestone SLS-CG,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Silestone Calacatta Gold,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,COUNTERTOP,PREMIUM,Pieza,$120,USD,,Silestone,24,Check Code,Auto-generated entry,KITCHEN_FIXTURES|COUNTERTOP
COMP-KITCHENFIXTURES-COUNTERTOP-PREMIUM-CL-DEKTON-DEKTONDKTENT,Dekton Entzo,Dekton DKT-ENT,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Dekton Entzo,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,COUNTERTOP,PREMIUM,Pieza,"$128,416",CLP,,Dekton,35,0.00105127046,Auto-generated entry,KITCHEN_FIXTURES|COUNTERTOP
COMP-KITCHENFIXTURES-COUNTERTOP-PREMIUM-CL-SILESTONE-SILESTONESLSCG,Silestone Calacatta Gold,Silestone SLS-CG,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Silestone Calacatta Gold,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,COUNTERTOP,PREMIUM,Pieza,"$114,148",CLP,,Silestone,35,0.00105127046,Auto-generated entry,KITCHEN_FIXTURES|COUNTERTOP
COMP-KITCHENFIXTURES-COUNTERTOP-PREMIUM-PY-DEKTON-DEKTONDKTENT,Dekton Entzo,Dekton DKT-ENT,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Dekton Entzo,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,COUNTERTOP,PREMIUM,Pieza,"$1,080,965",PYG,,Dekton,137,0.000124888459,Auto-generated entry,KITCHEN_FIXTURES|COUNTERTOP
COMP-KITCHENFIXTURES-COUNTERTOP-PREMIUM-PY-SILESTONE-SILESTONESLSCG,Silestone Calacatta Gold,Silestone SLS-CG,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Silestone Calacatta Gold,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,COUNTERTOP,PREMIUM,Pieza,"$960,857",PYG,,Silestone,137,0.000124888459,Auto-generated entry,KITCHEN_FIXTURES|COUNTERTOP
COMP-KITCHENFIXTURES-COUNTERTOP-PREMIUM-UY-DEKTON-DEKTONDKTENT,Dekton Entzo,Dekton DKT-ENT,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Dekton Entzo,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,COUNTERTOP,PREMIUM,Pieza,"$5,664",UYU,,Dekton,188,0.023835,Auto-generated entry,KITCHEN_FIXTURES|COUNTERTOP
COMP-KITCHENFIXTURES-COUNTERTOP-PREMIUM-UY-SILESTONE-SILESTONESLSCG,Silestone Calacatta Gold,Silestone SLS-CG,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Silestone Calacatta Gold,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,COUNTERTOP,PREMIUM,Pieza,"$5,035",UYU,,Silestone,188,0.023835,Auto-generated entry,KITCHEN_FIXTURES|COUNTERTOP
COMP-KITCHENFIXTURES-DISHWASHER-PREMIUM-BR-BOSCH-BOSCHSERIE8LAVAVAJILLASIOT,Electrodomésticos IoT,Bosch Serie 8 Lavavajillas IoT,Acero inoxidable,Certificaciones: ISO 9001; Conectividad Wi-Fi; Programas inteligentes,Lavavajillas inteligente con programas personalizables y control remoto.,Compatible con sistemas domóticos,KITCHEN_FIXTURES,DISHWASHER,PREMIUM,Pieza,"$8,000",BRL,,Bosch,24,https://www.telhanorte.com.br/bosch-serie-8-lavavajillas-iot,Eficiencia energética,KITCHEN_FIXTURES|DISHWASHER
COMP-KITCHENFIXTURES-FAUCET-PREMIUM-AR-HANSGROHE-HANSGROHEFOCUSNPRO,Faucet Kitchen Single Lever,Hansgrohe Focus N Pro,Steel Optic PVD Finish,Pull-out Sprayer MagFit Dock Magnetic,Premium pull-out kitchen faucet,Std 1-hole install,KITCHEN_FIXTURES,FAUCET,PREMIUM,unit,"$150,000",ARS,,Hansgrohe,7,,,KITCHEN_FIXTURES|FAUCET
COMP-KITCHENFIXTURES-FAUCET-PREMIUM-BR-GROHE-GROHEEUROSMARTGRIFERIAINTELIGENTE,Griferías Inteligentes,Grohe Eurosmart Grifería Inteligente,Acero inoxidable y cromo,Certificaciones: ISO 9001; Control remoto; Sensor de presencia,Grifería inteligente con control remoto y sensor de presencia.,Compatible con sistemas de domótica,KITCHEN_FIXTURES,FAUCET,PREMIUM,Pieza,"$2,300",BRL,,Grohe,24,https://www.telhanorte.com.br/grohe-eurosmart-griferia-inteligente,Estilo contemporáneo,KITCHEN_FIXTURES|FAUCET
COMP-KITCHENFIXTURES-FAUCET-PREMIUM-BR-HANSGROHE-HANSGROHEAXORCITTERIOGRIFERIAINTELIGENTE,Griferías Inteligentes,Hansgrohe Axor Citterio Grifería Inteligente,Acero inoxidable y cromo,Certificaciones: ISO 9001; Control remoto; Sensor de presencia,Grifería inteligente con control remoto y sensor de presencia.,Compatible con sistemas de domótica,KITCHEN_FIXTURES,FAUCET,PREMIUM,Pieza,"$2,500",BRL,,Hansgrohe,24,https://www.leroymerlin.com.br/hansgrohe-axor-citterio-griferia-inteligente,Confort de lujo,KITCHEN_FIXTURES|FAUCET
COMP-KITCHENFIXTURES-FAUCET-PREMIUM-BR-KOHLER-KOHLERPURISTGRIFERIAINTELIGENTE,Griferías Inteligentes,Kohler Purist Grifería Inteligente,Acero inoxidable y cromo,Certificaciones: ISO 9001; Control remoto; Sensor de presencia,Grifería inteligente con diseño elegante y control remoto.,Compatible con sistemas de domótica,KITCHEN_FIXTURES,FAUCET,PREMIUM,Pieza,"$2,400",BRL,,Kohler,24,https://www.leroymerlin.com.br/kohler-purist-griferia-inteligente,Diseño minimalista,KITCHEN_FIXTURES|FAUCET
COMP-KITCHENFIXTURES-FAUCET-PREMIUM-CL-BOSCH-BOSCHTOUCHLESS,Grifería de Cocina Premium,Bosch Touchless,Cromo,Certificaciones: ISO 9001; Ahorro de agua; Tecnología sin contacto,Grifería sin contacto para cocinas premium.,Compatible con fregaderos Bosch,KITCHEN_FIXTURES,FAUCET,PREMIUM,Pieza,"$140,000",CLP,,Bosch,35,https://www.bosch-home.cl/productos/griferia/touchless,Disponible en distribuidores locales,KITCHEN_FIXTURES|FAUCET
COMP-KITCHENFIXTURES-FAUCET-PREMIUM-CL-FRANKE-FRANKEACTIVENEO,Grifería de Cocina Premium,Franke Active Neo,Cromo,Certificaciones: ISO 9001; Ahorro de agua; Diseño moderno,Grifería con diseño moderno para cocinas premium.,Compatible con fregaderos Franke,KITCHEN_FIXTURES,FAUCET,PREMIUM,Pieza,"$160,000",CLP,,Franke,35,https://www.franke.com/cl/es/productos/griferia/active-neo,Disponible en distribuidores locales,KITCHEN_FIXTURES|FAUCET
COMP-KITCHENFIXTURES-FAUCET-PREMIUM-CL-TEKA-TEKAICON,Grifería de Cocina Premium,Teka Icon,Cromo,Certificaciones: ISO 9001; Ahorro de agua; Control táctil,Grifería inteligente con control táctil para cocinas premium.,Compatible con fregaderos Teka,KITCHEN_FIXTURES,FAUCET,PREMIUM,Pieza,"$120,000",CLP,,Teka,35,https://www.teka.com/es-cl/productos/griferia/icon,Disponible en distribuidores locales,KITCHEN_FIXTURES|FAUCET
COMP-KITCHENFIXTURES-FAUCET-PREMIUM-PY-HANSGROHE-HANSGROHEHG14820000,Hansgrohe Focus,Hansgrohe HG-14820000,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Hansgrohe Focus,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,FAUCET,PREMIUM,Pieza,"$1,161,036",PYG,,Hansgrohe,137,0.000124888459,Auto-generated entry,KITCHEN_FIXTURES|FAUCET
COMP-KITCHENFIXTURES-FAUCET-PREMIUM-PY-KOHLER-KOHLERK596,Kohler Simplice Pull-Down,Kohler K-596,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Kohler Simplice Pull-Down,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,FAUCET,PREMIUM,Pieza,"$1,361,215",PYG,,Kohler,137,0.000124888459,Auto-generated entry,KITCHEN_FIXTURES|FAUCET
COMP-KITCHENFIXTURES-FAUCET-PREMIUM-UY-HANSGROHE-HANSGROHEHG14820000,Hansgrohe Focus,Hansgrohe HG-14820000,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Hansgrohe Focus,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,FAUCET,PREMIUM,Pieza,"$6,083",UYU,,Hansgrohe,188,0.023835,Auto-generated entry,KITCHEN_FIXTURES|FAUCET
COMP-KITCHENFIXTURES-FAUCET-PREMIUM-UY-KOHLER-KOHLERK596,Kohler Simplice Pull-Down,Kohler K-596,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Kohler Simplice Pull-Down,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,FAUCET,PREMIUM,Pieza,"$7,132",UYU,,Kohler,188,0.023835,Auto-generated entry,KITCHEN_FIXTURES|FAUCET
COMP-KITCHENFIXTURES-REFRIGERATOR-PREMIUM-AR-LG-LGLFXS28596S,LG InstaView Door-in-Door,LG LFXS28596S,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,LG InstaView Door-in-Door,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,REFRIGERATOR,PREMIUM,Pieza,"$2,110,710",ARS,,LG,7,0.0008527936,Auto-generated entry,KITCHEN_FIXTURES|REFRIGERATOR
COMP-KITCHENFIXTURES-REFRIGERATOR-PREMIUM-AR-SAMSUNG-SAMSUNGRF28T5F01SR,Samsung Family Hub,Samsung RF28T5F01SR,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Samsung Family Hub,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,REFRIGERATOR,PREMIUM,Pieza,"$1,876,187",ARS,,Samsung,7,0.0008527936,Auto-generated entry,KITCHEN_FIXTURES|REFRIGERATOR
COMP-KITCHENFIXTURES-REFRIGERATOR-PREMIUM-BR-LG-LGINSTAVIEWREFRIGERADORIOT,Electrodomésticos IoT,LG InstaView Refrigerador IoT,Acero inoxidable,Certificaciones: ISO 9001; Pantalla táctil; Conectividad Wi-Fi,Refrigerador inteligente con función InstaView y control remoto.,Compatible con sistemas domóticos,KITCHEN_FIXTURES,REFRIGERATOR,PREMIUM,Pieza,"$9,500",BRL,,LG,24,https://www.leroymerlin.com.br/lg-instaview-refrigerador-iot,Diseño funcional,KITCHEN_FIXTURES|REFRIGERATOR
COMP-KITCHENFIXTURES-REFRIGERATOR-PREMIUM-BR-SAMSUNG-SAMSUNGFAMILYHUBREFRIGERADORIOT,Electrodomésticos IoT,Samsung Family Hub Refrigerador IoT,Acero inoxidable,Certificaciones: ISO 9001; Pantalla táctil; Conectividad Wi-Fi,Refrigerador inteligente con pantalla táctil y control remoto.,Compatible con sistemas domóticos,KITCHEN_FIXTURES,REFRIGERATOR,PREMIUM,Pieza,"$10,000",BRL,,Samsung,24,https://www.telhanorte.com.br/samsung-family-hub-refrigerador-iot,Tecnología avanzada,KITCHEN_FIXTURES|REFRIGERATOR
COMP-KITCHENFIXTURES-REFRIGERATOR-PREMIUM-CL-LG-LGLFXS28596S,LG InstaView Door-in-Door,LG LFXS28596S,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,LG InstaView Door-in-Door,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,REFRIGERATOR,PREMIUM,Pieza,"$1,712,214",CLP,,LG,35,0.00105127046,Auto-generated entry,KITCHEN_FIXTURES|REFRIGERATOR
COMP-KITCHENFIXTURES-REFRIGERATOR-PREMIUM-CL-SAMSUNG-SAMSUNGRF28T5F01SR,Samsung Family Hub,Samsung RF28T5F01SR,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Samsung Family Hub,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,REFRIGERATOR,PREMIUM,Pieza,"$1,521,968",CLP,,Samsung,35,0.00105127046,Auto-generated entry,KITCHEN_FIXTURES|REFRIGERATOR
COMP-KITCHENFIXTURES-REFRIGERATOR-PREMIUM-PY-LG-LGLFXS28596S,LG InstaView Door-in-Door,LG LFXS28596S,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,LG InstaView Door-in-Door,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,REFRIGERATOR,PREMIUM,Pieza,"$14,412,861",PYG,,LG,137,0.000124888459,Auto-generated entry,KITCHEN_FIXTURES|REFRIGERATOR
COMP-KITCHENFIXTURES-REFRIGERATOR-PREMIUM-PY-SAMSUNG-SAMSUNGRF28T5F01SR,Samsung Family Hub,Samsung RF28T5F01SR,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Samsung Family Hub,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,REFRIGERATOR,PREMIUM,Pieza,"$12,811,432",PYG,,Samsung,137,0.000124888459,Auto-generated entry,KITCHEN_FIXTURES|REFRIGERATOR
COMP-KITCHENFIXTURES-REFRIGERATOR-PREMIUM-UY-LG-LGLFXS28596S,LG InstaView Door-in-Door,LG LFXS28596S,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,LG InstaView Door-in-Door,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,REFRIGERATOR,PREMIUM,Pieza,"$75,519",UYU,,LG,188,0.023835,Auto-generated entry,KITCHEN_FIXTURES|REFRIGERATOR
COMP-KITCHENFIXTURES-REFRIGERATOR-PREMIUM-UY-SAMSUNG-SAMSUNGRF28T5F01SR,Samsung Family Hub,Samsung RF28T5F01SR,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Samsung Family Hub,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,REFRIGERATOR,PREMIUM,Pieza,"$67,128",UYU,,Samsung,188,0.023835,Auto-generated entry,KITCHEN_FIXTURES|REFRIGERATOR
COMP-KITCHENFIXTURES-SINK-PREMIUM-AR-FRANKE-FRANKEKUBUSKBG120,Kitchen Sink Double Bowl,Franke Kubus KBG 120,Fragranite Onyx,80x50x20cm Integrated Drain,Premium Granite Composite Double Undermount,Requires precise cutout,KITCHEN_FIXTURES,SINK,PREMIUM,unit,"$250,000",ARS,,Franke,7,,,KITCHEN_FIXTURES|SINK
COMP-KITCHENFIXTURES-SINK-PREMIUM-BR-FRANKE-FRANKEFRKUG1,Franke Urban Granite Sink,Franke FRK-UG1,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Franke Urban Granite Sink,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,SINK,PREMIUM,Pieza,$190,USD,,Franke,24,Check Code,Auto-generated entry,KITCHEN_FIXTURES|SINK
COMP-KITCHENFIXTURES-SINK-PREMIUM-BR-KOHLER-KOHLERK3760,Kohler Stages Undermount,Kohler K-3760,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Kohler Stages Undermount,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,SINK,PREMIUM,Pieza,$230,USD,,Kohler,24,Check Code,Auto-generated entry,KITCHEN_FIXTURES|SINK
COMP-KITCHENFIXTURES-SINK-PREMIUM-CL-BOSCH-BOSCHSERIE8,Pileta Premium,Bosch Serie 8,Acero inoxidable,Certificaciones: ISO 9001; Diseño contemporáneo; Alta durabilidad,Pileta de acero inoxidable con diseño contemporáneo para cocinas premium.,Compatible con griferías Bosch,KITCHEN_FIXTURES,SINK,PREMIUM,Pieza,"$170,000",CLP,,Bosch,35,https://www.bosch-home.cl/productos/piletas/serie-8,Disponible en distribuidores locales,KITCHEN_FIXTURES|SINK
COMP-KITCHENFIXTURES-SINK-PREMIUM-CL-TEKA-TEKAUNIVERSO,Pileta Premium,Teka Universo,Acero inoxidable,Certificaciones: ISO 9001; Diseño moderno; Fácil limpieza,Pileta de acero inoxidable para cocinas premium.,Compatible con griferías Teka,KITCHEN_FIXTURES,SINK,PREMIUM,Pieza,"$150,000",CLP,,Teka,35,https://www.teka.com/es-cl/productos/piletas/universo,Disponible en distribuidores locales,KITCHEN_FIXTURES|SINK
COMP-KITCHENFIXTURES-SINK-PREMIUM-PY-FRANKE-FRANKEFRKUG1,Franke Urban Granite Sink,Franke FRK-UG1,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Franke Urban Granite Sink,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,SINK,PREMIUM,Pieza,"$1,521,358",PYG,,Franke,137,0.000124888459,Auto-generated entry,KITCHEN_FIXTURES|SINK
COMP-KITCHENFIXTURES-SINK-PREMIUM-PY-KOHLER-KOHLERK3760,Kohler Stages Undermount,Kohler K-3760,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Kohler Stages Undermount,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,SINK,PREMIUM,Pieza,"$1,841,643",PYG,,Kohler,137,0.000124888459,Auto-generated entry,KITCHEN_FIXTURES|SINK
COMP-KITCHENFIXTURES-SINK-PREMIUM-UY-FRANKE-FRANKEFRKUG1,Franke Urban Granite Sink,Franke FRK-UG1,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Franke Urban Granite Sink,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,SINK,PREMIUM,Pieza,"$7,971",UYU,,Franke,188,0.023835,Auto-generated entry,KITCHEN_FIXTURES|SINK
COMP-KITCHENFIXTURES-SINK-PREMIUM-UY-KOHLER-KOHLERK3760,Kohler Stages Undermount,Kohler K-3760,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Kohler Stages Undermount,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,SINK,PREMIUM,Pieza,"$9,650",UYU,,Kohler,188,0.023835,Auto-generated entry,KITCHEN_FIXTURES|SINK
COMP-KITCHEN_FIXTURES-BASE_CABINET-STANDARD-BRAZIL-ITALINEA-LINEATOP,Gabinete Base Standard Italínea,Italínea Linha Top 800 STD,"MDF laqueado, acabados metálicos","Alta durabilidad, diseño italiano, herrajes Blum (versión standard)",Gabinete inferior de cocina con diseño refinado para proyectos de alta gama.,Sistema modular Italínea,KITCHEN_FIXTURES,BASE_CABINET,STANDARD,Pieza,1088,BRL,,Italínea,24,https://www.italinea.com.br/ambientes/cozinhas,Incluye zócalo metálico,KITCHEN_FIXTURES|BASE_CABINET
COMP-KITCHEN_FIXTURES-BASE_CABINET-STANDARD-URUGUAY-FLORENSE-MODULAR900,Módulo Base Standard 900mm,Florense Modular 900 STD,"MDF lacado, bisagras Blum","Sistema de cierre suave, interiores resistentes a la humedad (versión standard)",Gabinete base de cocina con diseño europeo y materiales de alta gama.,Compatible con sistemas de cocinas modulares,KITCHEN_FIXTURES,BASE_CABINET,STANDARD,Pieza,18375,UYU,,Florense,188,https://www.florense.com.uy/cocinas,Requiere montaje profesional,KITCHEN_FIXTURES|BASE_CABINET
COMP-KITCHEN_FIXTURES-CABINET_SYSTEMS-STANDARD-PARAGUAY-MODULINE-XLKIT,Sistema Modular XL Standard,Moduline XL Kitchen Series STD,MDF laminado con perfiles de aluminio,"Módulos integrados, accesorios metálicos, alto almacenamiento (versión standard)",Sistema de gabinetes de cocina con estética moderna y materiales duraderos.,Compatible con encimeras estándar y cocinas empotradas,KITCHEN_FIXTURES,CABINET_SYSTEMS,STANDARD,Set,1650000,PYG,,Moduline,137,https://www.moduline.com.py/series-xl,Incluye manual de instalación,KITCHEN_FIXTURES|CABINET_SYSTEMS
COMP-KITCHEN_FIXTURES-CABINET_SYSTEMS-STANDARD-URUGUAY-SCHMIDT-URUSYSTEM,Sistema de Gabinetes Schmidt Standard,Schmidt UruSystem Pro STD,Paneles MDF con acabado en laca UV,"Alta personalización, cierre suave, herrajes metálicos (versión standard)",Sistema completo de gabinetes para cocina de diseño europeo.,Módulos estándar de Schmidt URUGUAY,KITCHEN_FIXTURES,CABINET_SYSTEMS,STANDARD,Set,73875,UYU,,Schmidt,188,https://www.schmidt.uy/cocinas-premium,Requiere instalación especializada,KITCHEN_FIXTURES|CABINET_SYSTEMS
COMP-KITCHEN_FIXTURES-DISHWASHER-STANDARD-CHILE-MIELE-G7100SC,Lavavajillas Miele Standard,Miele G7100 SC STD,"Acero inoxidable, interior de acero","EcoPower, AutoDos con PowerDisk, WiFiConn@ct (versión standard)",Lavavajillas de gama alta con funciones automáticas y silenciosas.,Instalación independiente o empotrada,KITCHEN_FIXTURES,DISHWASHER,STANDARD,Pieza,967500,CLP,,Miele,35,https://www.miele.cl/lavavajillas/g7100-sc,Distribuido por Miele CHILE S.A.,KITCHEN_FIXTURES|DISHWASHER
COMP-KITCHEN_FIXTURES-DISHWASHER-STANDARD-URUGUAY-BOSCH-SERIE6,Lavavajillas Standard Bosch,Bosch Serie 6 SilencePlus STD,Acero inoxidable,"Silencioso, eficiencia A+++, 13 cubiertos (versión standard)",Lavavajillas empotrado con alta eficiencia energética.,Integrable en cocinas modulares,KITCHEN_FIXTURES,DISHWASHER,STANDARD,Pieza,52425,UYU,,Bosch,188,https://www.bosch-home.com.uy/serie6,Garantía 2 años,KITCHEN_FIXTURES|DISHWASHER
COMP-KITCHEN_FIXTURES-SINK-STANDARD-ARGENTINA-JOHNSON-QUADRA71,Pileta Doble Johnson Standard,Johnson Quadra Q71 STD,Acero inoxidable 304 pulido,"Doble cuba, antirruido, resistente a manchas (versión standard)",Pileta de cocina de doble bacha con diseño moderno.,Compatible con griferías monocomando,KITCHEN_FIXTURES,SINK,STANDARD,Pieza,106500,ARS,,Johnson Acero,7,https://johnsonacero.com/quadra-q71,Incluye válvula y rebosadero,KITCHEN_FIXTURES|SINK
COMP-KITCHENFIXTURES-COUNTERTOP-STANDARD-AR-COMPAC-COMPACCMPQTZ,Superficie Quartzo Compacto,Compac CMP-QTZ,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Superficie Quartzo Compacto,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,COUNTERTOP,STANDARD,Pieza,"$64,494",ARS,,Compac,7,0.0008527936,Auto-generated entry,KITCHEN_FIXTURES|COUNTERTOP
COMP-KITCHENFIXTURES-COUNTERTOP-STANDARD-AR-DURATEX-DURATEXDRXMDF,Superficie MDF Enchapado,Duratex DRX-MDF,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Superficie MDF Enchapado,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,COUNTERTOP,STANDARD,Pieza,"$49,250",ARS,,Duratex,7,0.0008527936,Auto-generated entry,KITCHEN_FIXTURES|COUNTERTOP
COMP-KITCHENFIXTURES-COUNTERTOP-STANDARD-BR-COMPAC-COMPACCMPQTZ,Superficie Quartzo Compacto,Compac CMP-QTZ,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Superficie Quartzo Compacto,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,COUNTERTOP,STANDARD,Pieza,$55,USD,,Compac,24,Check Code,Auto-generated entry,KITCHEN_FIXTURES|COUNTERTOP
COMP-KITCHENFIXTURES-COUNTERTOP-STANDARD-BR-DURATEX-DURATEXDRXMDF,Superficie MDF Enchapado,Duratex DRX-MDF,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Superficie MDF Enchapado,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,COUNTERTOP,STANDARD,Pieza,$42,USD,,Duratex,24,Check Code,Auto-generated entry,KITCHEN_FIXTURES|COUNTERTOP
COMP-KITCHENFIXTURES-COUNTERTOP-STANDARD-CL-COMPAC-COMPACCMPQTZ,Superficie Quartzo Compacto,Compac CMP-QTZ,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Superficie Quartzo Compacto,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,COUNTERTOP,STANDARD,Pieza,"$52,318",CLP,,Compac,35,0.00105127046,Auto-generated entry,KITCHEN_FIXTURES|COUNTERTOP
COMP-KITCHENFIXTURES-COUNTERTOP-STANDARD-CL-DURATEX-DURATEXDRXMDF,Superficie MDF Enchapado,Duratex DRX-MDF,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Superficie MDF Enchapado,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,COUNTERTOP,STANDARD,Pieza,"$39,952",CLP,,Duratex,35,0.00105127046,Auto-generated entry,KITCHEN_FIXTURES|COUNTERTOP
COMP-KITCHENFIXTURES-COUNTERTOP-STANDARD-PY-COMPAC-COMPACCMPQTZ,Superficie Quartzo Compacto,Compac CMP-QTZ,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Superficie Quartzo Compacto,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,COUNTERTOP,STANDARD,Pieza,"$440,393",PYG,,Compac,137,0.000124888459,Auto-generated entry,KITCHEN_FIXTURES|COUNTERTOP
COMP-KITCHENFIXTURES-COUNTERTOP-STANDARD-PY-DURATEX-DURATEXDRXMDF,Superficie MDF Enchapado,Duratex DRX-MDF,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Superficie MDF Enchapado,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,COUNTERTOP,STANDARD,Pieza,"$336,300",PYG,,Duratex,137,0.000124888459,Auto-generated entry,KITCHEN_FIXTURES|COUNTERTOP
COMP-KITCHENFIXTURES-COUNTERTOP-STANDARD-UY-COMPAC-COMPACCMPQTZ,Superficie Quartzo Compacto,Compac CMP-QTZ,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Superficie Quartzo Compacto,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,COUNTERTOP,STANDARD,Pieza,"$2,308",UYU,,Compac,188,0.023835,Auto-generated entry,KITCHEN_FIXTURES|COUNTERTOP
COMP-KITCHENFIXTURES-COUNTERTOP-STANDARD-UY-DURATEX-DURATEXDRXMDF,Superficie MDF Enchapado,Duratex DRX-MDF,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Superficie MDF Enchapado,Compatible with Haüsa control interfaces,KITCHEN_FIXTURES,COUNTERTOP,STANDARD,Pieza,"$1,762",UYU,,Duratex,188,0.023835,Auto-generated entry,KITCHEN_FIXTURES|COUNTERTOP
